unit,category,label,score,object-label,object-truth,object-activation,object-intersect,object-iou,color-label,color-truth,color-activation,color-intersect,color-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,part-label,part-truth,part-activation,part-intersect,part-iou
297,part,top,0.037235497058166721,table,4805122,718501.0,132832,0.024640539764943587,orange-c,30348501,2784155.0,203681,0.006185464321315802,metal,3464654,2148983.0,86074,0.015571780909597955,dining_room-s,5694976,449329.0,174737,0.029271297353510337,,24924928,0.0,32490,0.0013052156642913001,top,381885,528480.0,32681,0.037235497058166721
1140,scene,jail_cell-s,0.037220497317318954,lockers,61802,1128737.0,12973,0.011016792264722316,blue-c,61494563,3032502.0,476765,0.0074436029183313742,concrete,383195,825878.0,6129,0.0050950002660140456,jail_cell-s,238336,371002.0,21866,0.037220497317318954,flecked,1580544,389489.0,67619,0.035543788050340253,wing,323329,775963.0,7549,0.0069146310074806984
969,texture,polka-dotted,0.037186286314964123,aqueduct,70970,995222.0,16815,0.016023793164896886,white-c,72511065,2270724.0,476288,0.0064098619024182341,glass,2246413,801965.0,27477,0.0090956307406300299,aqueduct-s,225792,496526.0,19945,0.028396592693625752,polka-dotted,1705984,220017.0,69053,0.037186286314964123,lid,90429,491462.0,7448,0.012965603201710179
1504,texture,cobwebbed,0.037149588330419224,tent,221716,1851735.0,58151,0.028854761077755173,blue-c,61494563,2884487.0,286260,0.0044663370092018154,concrete,383195,485500.0,4842,0.005605120315609253,windmill-s,250880,958475.0,39977,0.034186550456738539,cobwebbed,1505280,389919.0,67884,0.037149588330419224,body,1291612,621435.0,36025,0.019192635994676674
761,scene,ice_cream_parlor-s,0.037133635729239355,cup,140967,800517.0,26172,0.028593528763962452,orange-c,30348501,2931075.0,171301,0.0051739633067563922,food,1104991,2154428.0,73736,0.023146056905222524,ice_cream_parlor-s,150528,325060.0,17028,0.037133635729239355,frilly,1618176,43512.0,9638,0.0058339638630792046,pot,422616,619774.0,28743,0.028356025322424868
1996,scene,reception-s,0.037065972385048683,counter,599104,804913.0,33337,0.024321504654623981,pink-c,18491188,2904863.0,134179,0.0063107801608437864,granite,1317359,2153273.0,31628,0.0091968488550754814,reception-s,790272,315483.0,39521,0.037065972385048683,,24924928,0.0,65035,0.0026160611391207516,arm,2299112,706676.0,48494,0.016398099073003901
1397,part,hair,0.037056583603298776,person,14523849,1489162.0,340264,0.021710552719315893,pink-c,18491188,2667422.0,129388,0.0061527716051502047,fabric,8556493,1231411.0,32399,0.003321099215263587,crosswalk-s,200704,547078.0,10798,0.014651607090520283,,24924928,0.0,41665,0.0016744186644653475,hair,1159399,1296883.0,87769,0.037056583603298776
898,part,shop window,0.037024093668131468,windowpane,8841352,1813337.0,162039,0.015443095881402696,orange-c,30348501,2723303.0,208874,0.0063559153124812667,glass,2246413,986452.0,25955,0.0080934606833369185,dining_room-s,5694976,1330300.0,111799,0.016171168284786368,chequered,1530368,23862.0,10549,0.0068336657638462866,shop window,233888,1021327.0,44814,0.037024093668131468
977,object,mountain,0.036993969685780774,mountain,5469345,2602278.0,287949,0.036993969685780774,blue-c,61494563,2825169.0,779380,0.012265906238605667,brick,422315,119825.0,613,0.0011319841854607435,building_facade-s,3148544,1484960.0,89460,0.019687309365842409,,24924928,0.0,207421,0.0083916634472885956,roof,443437,1269920.0,25700,0.015228212841827456
1199,object,swimming pool,0.03699059523241191,swimming pool,200439,1515572.0,61212,0.03699059523241191,orange-c,30348501,2665982.0,320349,0.0097983632170835291,glass,2246413,905884.0,9060,0.0028823788979322907,swimming_pool-outdoor-s,263424,862091.0,39397,0.036273222614854002,cobwebbed,1505280,95892.0,21008,0.013294822562721338,hair,1159399,756034.0,37138,0.019772187010027711
676,scene,alley-s,0.03697458829485966,building,35246027,1581244.0,875737,0.024358821517880155,orange-c,30348501,2592605.0,219340,0.0067031834406492607,painted,13459032,946969.0,80448,0.0056156994428068503,alley-s,1091328,1104250.0,78286,0.03697458829485966,,24924928,0.0,80633,0.0032455338338238217,balcony,317196,900226.0,12795,0.010621545092381293
